 1948 2009
 1948 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99
 1949 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99 -99.99
 1950  27.41  26.77  27.00  27.12  27.72  27.85  27.84  27.54  27.12  27.64  27.13  27.27
 1951  27.34  26.91  27.29  27.94  28.31  29.30  28.48  28.68  28.43  28.51  28.87  28.36
 1952  28.43  28.14  27.99  28.66  28.66  28.58  28.17  28.56  28.38  28.50  28.13  28.16
 1953  28.57  28.17  28.06  28.58  28.49  28.64  28.89  28.61  28.75  28.35  28.59  27.64
 1954  28.55  28.03  28.10  28.34  28.58  28.30  28.00  28.02  27.64  27.89  27.31  27.14
 1955  26.90  26.88  27.33  27.42  27.75  28.08  27.82  27.54  27.70  26.62  26.86  27.11
 1956  27.26  27.27  27.13  27.57  28.25  28.06  27.53  27.72  27.42  27.75  27.92  28.06
 1957  28.16  28.42  28.13  28.92  29.20  28.67  28.90  29.02  28.96  28.69  29.17  28.88
 1958  29.15  29.37  29.20  29.01  29.23  29.19  28.94  28.89  28.52  28.91  28.81  28.94
 1959  28.96  28.50  28.44  28.66  29.05  28.39  28.29  28.29  28.28  28.49  28.18  28.05
 1960  27.71  27.69  28.02  28.35  28.39  28.34  28.44  28.18  28.39  28.36  28.37  28.66
 1961  28.03  27.98  27.77  28.16  28.49  28.60  28.45  28.24  28.27  28.00  28.24  28.02
 1962  27.64  27.64  27.78  28.28  28.27  28.38  28.38  28.23  28.14  27.94  28.14  27.84
 1963  27.39  27.74  27.90  28.16  28.36  28.29  29.01  28.81  28.82  29.05  28.70  28.48
 1964  28.67  28.21  27.70  28.24  28.32  28.17  28.18  27.79  27.13  27.58  27.37  27.23
 1965  27.52  27.71  27.82  28.04  28.59  28.98  29.06  29.03  28.92  29.26  29.15  29.10
 1966  28.92  28.74  29.16  28.94  29.09  28.97  28.99  28.73  28.80  28.71  28.61  28.49
 1967  27.74  27.56  27.90  28.34  28.64  28.55  28.51  28.36  28.33  28.42  28.37  28.36
 1968  28.03  28.15  28.02  28.36  28.32  28.85  28.51  28.71  28.51  28.83  29.18  29.01
 1969  29.34  29.34  28.87  29.06  29.35  28.98  28.75  28.86  29.05  29.19  28.89  28.80
 1970  28.69  28.55  28.31  28.63  28.86  28.57  28.50  27.89  27.72  27.55  27.40  26.86
 1971  26.81  26.94  27.15  27.58  27.98  28.12  27.91  27.86  27.64  27.81  27.62  27.74
 1972  27.63  28.14  28.17  28.93  29.39  29.22  29.28  28.94  28.96  29.33  29.42  29.19
 1973  29.12  28.79  28.53  28.37  28.70  28.20  28.12  27.84  27.55  27.25  27.06  26.66
 1974  26.61  26.74  27.12  27.52  27.79  27.97  27.80  27.98  27.72  27.59  27.50  27.63
 1975  27.46  27.83  27.54  27.75  27.77  27.53  27.52  27.14  27.04  26.83  26.89  26.62
 1976  26.90  27.17  27.54  28.06  28.15  28.23  28.19  28.23  28.35  28.86  28.92  28.35
 1977  28.32  27.89  28.04  28.32  28.81  28.79  28.98  28.73  28.95  28.88  29.11  28.93
 1978  28.79  28.47  28.28  28.25  28.86  28.57  28.43  28.15  28.48  28.23  28.35  28.27
 1979  28.51  28.14  28.45  28.50  28.76  28.77  28.59  28.39  28.71  28.58  28.79  28.81
 1980  28.80  28.76  28.66  28.83  29.05  28.99  28.82  28.41  28.54  28.56  28.61  28.45
 1981  28.05  27.90  28.17  28.11  28.43  28.47  28.21  28.06  28.39  28.45  28.46  28.42
 1982  28.30  28.21  28.41  28.92  29.49  29.76  29.38  29.04  29.16  29.38  29.23  29.15
 1983  29.00  28.79  28.76  28.85  29.08  28.88  28.65  28.38  28.23  27.75  27.76  27.82
 1984  27.64  27.25  27.21  27.70  27.95  28.13  28.35  28.17  28.61  28.28  27.99  27.44
 1985  27.71  27.55  27.38  27.72  28.06  28.08  28.28  28.32  28.33  28.28  28.52  28.53
 1986  28.11  27.93  27.97  28.21  28.58  28.84  28.90  29.04  29.18  29.38  29.40  29.19
 1987  29.02  28.93  29.04  29.21  29.25  29.53  29.47  29.41  29.51  29.61  29.80  29.44
 1988  29.13  28.69  28.20  28.15  28.36  28.13  27.88  27.68  27.63  27.06  26.76  26.75
 1989  26.54  26.55  27.00  27.54  28.14  27.94  28.20  28.14  28.25  28.39  28.23  28.52
 1990  28.56  28.62  28.78  28.93  28.96  28.94  28.98  29.17  29.04  29.23  29.06  29.14
 1991  29.00  28.73  28.64  29.13  29.42  29.35  29.26  29.25  29.19  29.44  29.45  29.45
 1992  29.06  29.02  29.08  29.42  29.46  29.31  29.35  28.90  28.79  28.69  28.70  28.76
 1993  28.60  28.41  28.60  28.93  29.13  29.17  29.20  28.94  29.07  28.90  28.97  28.90
 1994  28.47  28.07  28.26  28.62  29.00  29.18  29.40  29.46  29.23  29.45  29.63  29.50
 1995  29.20  29.01  28.96  28.89  29.15  29.01  28.78  28.43  28.25  28.07  27.97  28.07
 1996  27.92  27.57  27.71  28.07  28.43  28.55  28.50  28.54  28.43  28.42  28.33  28.44
 1997  28.41  28.33  28.52  29.32  29.45  29.40  29.50  29.26  29.32  29.32  29.49  29.32
 1998  29.01  28.87  28.65  28.53  28.71  28.61  28.07  27.77  27.88  27.33  27.23  27.11
 1999  26.59  26.52  26.90  27.35  27.87  28.01  27.92  27.73  27.82  27.85  27.56  27.23
 2000  26.96  26.66  26.76  27.37  27.81  28.11  28.20  28.32  28.44  28.17  28.09  27.60
 2001  27.50  27.27  27.62  28.19  28.64  28.83  29.06  28.96  29.14  29.01  28.96  28.60
 2002  28.81  28.76  28.68  29.09  29.45  29.63  29.49  29.40  29.44  29.56  29.83  29.49
 2003  29.25  29.03  29.03  28.96  28.92  29.09  29.11  29.05  29.02  29.22  29.31  29.02
 2004  28.83  28.59  28.43  28.75  29.16  29.17  29.39  29.31  29.60  29.55  29.57  29.40
 2005  29.21  28.83  28.91  28.96  29.18  29.18  29.05  28.86  28.84  28.89  28.67  28.35
