year,month,nina12,nina34,nina4,nina3,wtio,setio,swio,soi,noi,wp,ep,pna,pdo
2006,Sep,21.43,27.34,29.4,25.74,0.122748108,-1.06829644,0.070414868,-1.1,0.579,0.23,0.02,0.42,-0.94
2006,Oct,22.22,27.47,29.44,25.96,0.257041025,-1.160133,0.28676372,-2.7,-1.143,0.35,1.03,-0.84,-0.05
2006,Nov,22.69,27.73,29.63,26.07,0.604941075,-0.72905565,0.8948135,0.1,0.905,-2.07,-0.27,-1.39,-0.22
2006,Dec,23.45,27.76,29.47,26.36,0.41494766,-0.090165784,0.79774752,-0.8,2.745,1.27,-99.9,1.86,0.14
2007,Jan,24.99,27.26,28.93,26.5,0.34560445,0.040647915,0.685072725,-1.8,8.058,1.9,-1.27,0.72,0.01
2007,Feb,26.24,26.81,28.62,26.45,0.389202025,0.484590375,0.916225375,-0.7,2.207,0.63,1.16,-0.09,0.04
2007,Mar,25.74,27.18,28.57,26.79,0.126576726,-0.18736134,0.421768696,-0.6,5.106,-1.06,-1.11,0.18,-0.36
2007,Apr,24.3,27.78,28.7,27.13,0.2413396,-0.090385953,0.422953726,-0.6,1.956,-1.85,0.02,1.25,0.16
2007,May,22.73,27.57,28.86,26.35,0.426173525,-0.084714433,0.243715975,-0.6,2.032,-1.17,-0.56,-0.06,-0.1
2007,Jun,21.59,27.55,28.98,25.83,0.57320054,0.050048162,0.344307026,0.3,3.249,-0.37,0.15,-0.38,0.09
2007,Jul,20.27,26.79,28.81,24.79,0.360877975,0.029221475,0.181643995,-0.8,-1.612,-0.74,0.4,2.21,0.78
2007,Aug,19.16,26.2,28.58,23.86,0.44771255,0.13057765,0.001054375,0.1,-1.555,-0.26,-1.47,1.98,0.5
2007,Sep,18.57,25.77,28.12,23.52,0.23179998,-0.51794734,0.174105239,0.3,1.378,1.28,-2.02,1.88,-0.36
2007,Oct,18.8,25.22,27.86,23.36,0.20216007,-0.38067015,0.550217025,0.9,2.133,0.08,-2.32,0.55,-1.45
2007,Nov,19.49,25.06,27.42,23.17,-0.067646638,-0.164346755,0.15499471,1.4,3.971,-0.09,0.81,0.69,-1.08
2007,Dec,21.02,24.97,27.3,23.59,-0.154087028,0.248683356,0.25298198,2.9,7.031,0.51,-99.9,0.14,-0.58
2008,Jan,23.86,24.71,26.62,24.13,0.037736425,0.082222163,-0.004386795,3.1,1.343,1.17,-1.38,-0.32,-1
2008,Feb,26.32,24.83,26.43,25.05,-0.37751244,-0.017820155,0.126797633,4.4,5.692,0.49,-0.05,0.5,-0.77
2008,Mar,27.3,26.07,26.84,26.56,-0.39675062,-0.55688402,-0.08697182,1.9,8.118,-1.38,-1.45,-0.32,-0.71
2008,Apr,25.89,26.83,27.44,27.18,-0.48927315,-0.36633265,-0.47636015,0.9,4.419,0.13,-0.26,-0.97,-1.52
2008,May,24.41,27.18,27.9,27.08,-0.339062484,-0.5779212,-0.264659094,-0.5,0.568,-1.17,0.41,1.33,-1.37
2008,Jun,23.55,27.17,28.08,26.53,-0.004667418,-0.7281845,0.28361495,0.5,1.47,-0.52,-0.65,-1.75,-1.34
2008,Jul,22.63,27.19,28.25,26.12,0.025668858,-0.841887425,0.082548954,0.3,-1.584,-0.63,-0.97,-0.1,-1.67
2008,Aug,21.79,26.85,28.18,25.63,0.017146826,-0.59354656,-0.347183407,1.3,-1.437,-1.5,-1.12,0.92,-1.7
2008,Sep,21.19,26.44,28.14,25.09,0.122122478,-0.023122173,-0.49828735,2.4,-0.096,-0.58,-0.65,1.12,-1.55
2008,Oct,20.75,26.33,28.29,24.79,0.22587215,-0.046980108,-0.457074505,2.2,2.203,-0.13,-1.22,0.86,-1.76
2008,Nov,21.44,26.3,28.08,24.75,-0.031231845,0.115517934,-0.14825186,2.4,2.515,0.31,0.78,1.11,-1.25
2008,Dec,22.43,25.74,27.72,24.6,-0.21574385,0.025666745,0.40529535,2.5,4.223,1.11,-99.9,-1.41,-0.87
2009,Jan,24.42,25.54,27.42,25.03,-0.148715284,-0.063861263,0.53682336,1.9,6.755,0.42,-0.34,0.61,-1.4
2009,Feb,26.03,26.04,27.37,25.85,0.165559718,-0.1616533,0.348699723,3,-1.159,2.18,0.61,-0.95,-1.55
2009,Mar,26.38,26.67,27.79,26.44,0.3443715,-0.3200554,0.053874295,-0.2,4.571,0.36,-0.97,-1.02,-1.59
2009,Apr,25.98,27.5,28.37,27.39,0.118460418,-0.062852633,-0.084665958,1.1,3.125,-0.14,0.62,0.21,-1.65
2009,May,24.83,28.03,28.99,27.4,0.57996228,0.244394722,-0.301163142,-0.7,1.11,-1.18,1.63,-0.58,-0.88
2009,Jun,23.73,28.11,29.2,27.12,0.70138715,0.373957025,-0.041376663,-0.5,-2.38,-1.59,-0.13,0.35,-0.31
2009,Jul,-,-,-,26.59,0.39662715,0.467388925,-0.233585415,0.2,0.195,0.5,1.38,1.22,-0.53
2009,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2009,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2009,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2009,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2009,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2010,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2011,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2012,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2014,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2014,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2014,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2014,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2014,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2014,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2014,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2014,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2014,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2014,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2014,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2014,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2015,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2015,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2015,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2015,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2015,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2015,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2015,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2015,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2015,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2015,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2015,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2015,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2016,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2017,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2017,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2017,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2017,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2017,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2017,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2017,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2017,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2017,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2017,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2017,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2017,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2018,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2018,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2018,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2018,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2018,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2018,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2018,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2018,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2018,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2018,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2018,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2018,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2019,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2019,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2019,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2019,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2019,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2019,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2019,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2019,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2019,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2019,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2019,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2019,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2021,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2022,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2025,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2025,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2025,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2025,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2025,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2025,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2025,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2025,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2025,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2025,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2025,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2025,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2026,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2026,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2026,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2026,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2026,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2026,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2026,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2026,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2026,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2026,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2026,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2026,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2027,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2027,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2027,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2027,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2027,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2027,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2027,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2027,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2027,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2027,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2027,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2027,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2028,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2028,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2028,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2028,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2028,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2028,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2028,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2028,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2028,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2028,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2028,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2028,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2029,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2029,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2029,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2029,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2029,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2029,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2029,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2029,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2029,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2029,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2029,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2029,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2030,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2030,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2030,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2030,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2030,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2030,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2030,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2030,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2030,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2030,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2030,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2030,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2031,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2031,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2031,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2031,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2031,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2031,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2031,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2031,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2031,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2031,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2031,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2031,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2032,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2032,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2032,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2032,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2032,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2032,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2032,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2032,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2032,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2032,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2032,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2032,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2033,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2033,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2033,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2033,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2033,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2033,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2033,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2033,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2033,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2033,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2033,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2033,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2034,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2034,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2034,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2034,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2034,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2034,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2034,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2034,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2034,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2034,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2034,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2034,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2035,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2035,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2035,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2035,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2035,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2035,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2035,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2035,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2035,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2035,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2035,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2035,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2036,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2036,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2036,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2036,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2036,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2036,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2036,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2036,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2036,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2036,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2036,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2036,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2037,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2037,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2037,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2037,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2037,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2037,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2037,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2037,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2037,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2037,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
2037,Nov,-,-,-,-,-,-,-,-,-,-,-,-,-
2037,Dec,-,-,-,-,-,-,-,-,-,-,-,-,-
2038,Jan,-,-,-,-,-,-,-,-,-,-,-,-,-
2038,Feb,-,-,-,-,-,-,-,-,-,-,-,-,-
2038,Mar,-,-,-,-,-,-,-,-,-,-,-,-,-
2038,Apr,-,-,-,-,-,-,-,-,-,-,-,-,-
2038,May,-,-,-,-,-,-,-,-,-,-,-,-,-
2038,Jun,-,-,-,-,-,-,-,-,-,-,-,-,-
2038,Jul,-,-,-,-,-,-,-,-,-,-,-,-,-
2038,Aug,-,-,-,-,-,-,-,-,-,-,-,-,-
2038,Sep,-,-,-,-,-,-,-,-,-,-,-,-,-
2038,Oct,-,-,-,-,-,-,-,-,-,-,-,-,-
